"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7569039092832","37.4810649631085","53.1078249689126","55.5657038623041","","","","","","","","","","","","","69.6376739165201","63.6691526405469","70.5807697920008","73.3202274771466","79.8644181475793","80.7355819675527","75.8887278169195","63.6337624893814","74.8082829284774","83.4542023884025","81.9201331889469","","",
"Andorra","AND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84568513687825","","","","","","","","","","",
"Argentina","ARG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Armenia","ARM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.0284206863703","63.4012140067668","60.080359768226","46.5518225541677","",
"American Samoa","ASM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.227485341102","11.9186578448085","14.1452466452466","17.8738893678711","20.1885057766862","21.6803200993857","21.8111080233435","20.8599426944392","16.8775032244926","31.0660703401538","29.5228121217974","27.6933059278882","25.8835396049421","25.0737136225763","22.8610710239339","22.4060502981278","21.439297308383","20.0957188232021","18.1805465955822","23.8686549747471","28.6633975352712","30.0953996273683","39.441661369273","37.5600008066242","41.7223304965257","46.4820384628409","54.6779869160885","53.3164358193161","54.5030658860126","60.2260851971351","69.3215748590956","70.0109117652417","58.0466964106785","",
"Austria","AUT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.4613358131971","65.1054298799217","65.5281015007013","68.3081523508318","67.1736108744706","66.9609435372517","74.8123199953456","70.9233183881644","67.1753166147066","72.410467509149","83.8468510423467","86.3248314475502","86.2420022880772","91.1909498173044","88.4388426103489","96.6796924195914","95.6917921277358","95.2117803914688","89.9085414207341","84.6637306752464","83.4225378554933","100.056789599418","94.4078899690203","74.9188665826748","",
"Azerbaijan","AZE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57653797474662","6.29501240116287","6.38557579182856","","","","","","","","","","22.1899994626478","16.8224266977958","","",
"Burundi","BDI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.576590944464","127.330165011394","124.101334701475","126.005664754856","115.121171084744","109.647472082346","108.917591351373","108.346201520725","102.199608448661","98.0987970607766","96.7545771933543","89.3755663540236","83.4782314885846","91.3008843889572","95.5948036312706","93.1802046517235","94.869878328893","103.556484643172","101.11748085884","111.761996278293","108.885649368795","110.598249698212","104.249557076875","101.506490561537","103.200888047045","118.442409069939","108.445297214838","92.4825366392405","",
"Benin","BEN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5738610534927","47.0623633717549","73.3851925518101","55.5822235545459","62.5256115534246","",
"Bangladesh","BGD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4618431575804","31.863991518402","31.2044521104432","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7466305226017","66.4559059688529","61.5724582647108","61.3339831607689","52.8814825755667","47.3999186252732","40.1767206503232","31.137940040717","27.7378918497081","24.1229128424502","17.9676324294207","20.1600090951992","20.5891365271305","19.4817178682192","21.7962168477584","22.0539393235951","32.502485392112","30.8515489533678","35.5441105426955","32.2350541351225","28.7341635424804","27.0340081427953","32.1018081226318","32.7492236033409","30.1997861927243","",
"Bahrain","BHR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.67539435426901","14.4052165631514","18.732405446645","17.0153363819107","15.7248022647076","14.9389566082491","13.9070398716136","14.916205663568","18.6135552828644","20.8358032721467","25.7450148929614","27.1047836328351","28.3796671065326","32.4533576041094","29.3985591955441","","20.2540605565848","7.54545632569935","7.2926256555605","15.6294022913075","29.0713708137176","34.5689325404164","35.6065986264045","42.2700248553772","43.5275770260668","60.7584088656577","70.5694533398636","77.5251429515026","84.3014580347853","91.3598106259863","111.598089477141","","","",
"Bahamas, The","BHS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4188250157928","27.9767032232351","30.6304277902863","34.4340232858991","34.8665234734581","33.9982502187227","34.2227763923525","21.7237964992515","20.9517328580084","19.6411443712608","18.7520042790972","","","","","","22.7774542844919","22.9908535609144","25.45550066502","30.908208407968","33.6922817103418","35.306429206242","36.4498330286183","45.1087073625887","47.0213593825462","48.2985803510997","50.7851444432146","53.5285411916611","57.413679671523","57.8283830918394","82.2560302493445","87.3903316559467","82.1595539606932","",
"Bosnia and Herzegovina","BIH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8346942869169","49.0902635279898","49.6097513913455","53.5008608706996","","52.2381277367734","47.371562985449","44.8932408077693","44.0235719186881","45.4216368447367","46.9748191378299","41.7435105198961","40.4237746125128",
"Belarus","BLR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7608695652174","5.18781725888325","75.9557129208116","16.8800606245315","11.5201288580528","12.1714690728675","20.1805426390813","15.103117448937","15.0144518163306","11.440616774975","12.3366860124798","","","6.57022058767027","6.64440183178372","8.9092608163614","10.6566343685377","18.5574619808712","18.905245726907","39.4168108447656","24.4293134230567","23.8372955552391","24.5488085208305","37.5980986022908","38.9240984107258","39.8801799561221","37.0956460104644","33.2442286168097","","","","",
"Belize","BLZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1854153340035","21.3336961982917","24.5332136445242","26.2706382413495","27.9544865984721","27.4926439167328","29.2723746841394","","","","","","50.4011167798176","66.584040033616","78.5282507049291","69.6530051866165","67.0722433460076","64.0632944760119","62.0173673011674","64.9312111341427","64.1597353497165","62.5666511589721","61.3845710694459","61.2077235272414","61.0306091429908","","","","","","","","","",
"Bermuda","BMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1717241709186","57.4113793922892","47.8828066229933","46.5365054086561","47.0751925934341","56.2575829839375","60.1091977404058","68.3398527645303","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3187804611479","59.3416583014604","59.8494899958247","57.228409380258","58.4572711058609","67.5375540277116","73.4188038096758","83.6692026509366","86.6078841199146","92.5652531882782","98.7098819546545","85.0115036701985","79.1023218878495","83.6989369386242",
"Barbados","BRB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.7916238643802","62.3690591999655","66.8016267359889","71.0883224744168","86.8542626598636","83.5324383616584","87.4018651698206","98.6286874336911","105.110599279352","113.452822344532","126.369906238259","133.202197631614","","","","","","","",
"Brunei Darussalam","BRN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3463593270416","49.386292649567","47.4833533625875","40.9407963084292","34.4420204367148","28.2639492340235","37.853277255727","31.9367467746927","31.0826268923135","36.0933589086497","37.2923933577388","67.1679909951713","54.1217805841119","65.6287612724923","71.8993384935838","75.6957100342792","71.297555656776","59.811072814383","57.6965298565065","53.9367496631031","50.9195301530263","57.5496480740985","67.0148156204095","88.9492144773016","84.9990711282336","81.0505609762618","92.2912012893941","95.7786849724125","95.8478212264571","90.357352573338","111.007884088239","","","",
"Botswana","BWA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3711032492715","12.1168020575228","12.5321505732804","12.4450599461028","12.0423976352474","10.972076070214","11.1567555492122","","","","","","","","","","6.02356808660498","5.9431764131185","8.00402997376666","19.2517818685668","21.8862970525722","21.0743622822987","20.6231807851092","19.0163812887175","18.3257336074772","19.086977673602","15.8049523139869","14.6807691758665","15.2307151442609","16.193904309718","19.6160814562101","","","",
"Central African Republic","CAF","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.3126219756355","78.0386679289258","74.9284095733244","72.4827997563099","66.245831750035","58.7379742383571","57.4583564504362","54.1491194927984","51.2713370557453","46.8009858324025","46.0616514241618","43.2916781929928","39.1585639491399","45.3205112731135","53.1924466726998","53.1497329605545","54.1193858391726","55.7251649377054","53.200869076551","51.4827081297932","55.9915837788793","56.0236243991088","54.4625651849142","53.1515356456582","53.3623246913959","74.5540471041546","71.0739602315819","61.4178635753383","62.2285228239297",
"Central Europe and the Baltics","CEB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3253217628628","13.0443645232101","15.2316390716792","18.4445481282332","20.0680258700935","22.4952087771142","22.9044358708838","24.923764904958","27.1341876040475","25.0056548766129","25.7779061612304","24.7027735782155","29.742984484904","28.8028890808021","29.3653695166451","29.3971783222549","25.7683538859672","23.655829446943","23.082653900009","21.7016373939593","20.9935662243333","21.1420070501854","21.3444959349686","20.218157443689","20.611242786827","20.4392949592688","19.3809926558719","20.2844118326667","18.678118566674","18.9542598066682","20.8521076737596","19.9857790162513","17.8028639159248","",
"Channel Islands","CHI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3723157704948","14.5844761380754","12.7798231847066","12.1152964040195","13.2770070103556","13.1456400045595","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.065442627283","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6686948009612","48.8665341962956","58.646137344434","48.5973153695346","106.500522736019","106.280979179561","","","84.8102640173471","79.4576584012943","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289.844727083008","120.302180390971","128.77522999707","103.98722362931","169.786580536823","232.936231054902","243.595506269697","152.187001902338","","","","","","","","","","","","","","","","","","","","","","","","","15.9896968122396","",
"Congo, Rep.","COG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.2269417189103","25.4826844740907","","","","","","","","","","","","","",
"Colombia","COL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40391549112143","19.0653508704071","17.7090216802298","","","52.535419533379","","","","","65.2450803056946","68.9990033374936","72.4526699261111","62.8601328222053","65.227695883164","67.1029119456429","47.9761695160459","53.2785874737167","66.9071609125065","66.7272478472146","71.6505702481056","72.7038785770822","91.1566069449736","80.3666516174088","70.1401840114914","",
"Comoros","COM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0982111795656","30.1790308643986","40.2051024300097","40.1048028944163","38.5018488599169","39.3351119117989","","","","","","","","","","","","","","","","","","","","","71.1115764129093","",
"Caribbean small states","CSS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.6187458378789","96.3842337020678","95.8339898010768","100.330442275555","91.6683134055663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Czechia","CZE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7297302900884","13.9974227725367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8541847518408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.1550956180596","66.6053260676425","78.2852478726662","75.3312600417617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9601830753133","17.5702324990029","","16.4168038368014","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
