"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","484.358874565614","517.750457547751","541.041885642486","566.703472043527","586.415869832187","606.785208628343","611.207356404143","628.820809485204","662.580243312366","695.192500140929","716.256335547689","722.787182495076","723.771543212554","758.158510700331","774.11442183531","782.868072374685","775.291237347978","781.927629494591","780.149486716369","767.998960382343","749.108362064545","717.82240267608","715.153452480331","715.911939348773","726.206480211358","805.081568073078","816.644180761923","777.902846929936","754.926674159123","764.640562293603","728.179632212098","752.607962368927","757.885666635156","761.300262431688","764.397238463275","772.707837535361","779.783780618814","743.959614591472","707.927033031336","724.170148111251","724.703261463766","688.146825460601","682.503076889336","671.180154777884","","","","","","","","","",
"Afghanistan","AFG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","72.9534438266965","79.8728566614097","87.2044505576088","88.3417979499402","95.9069998277798","101.579328524216","108.953543428468","105.036934736798","112.21857409135","118.394491516176","111.021019271302","128.222296707002","109.044421415917","87.8921207416381","108.216986157745","123.357269001962","126.692593430779","127.443654619402","131.749685148442","127.293582241721","128.562635658888","130.73509113284","134.201375242215","128.968052411077","130.22386772063","127.896941773156","129.545844073954","116.59802202349","122.626807554478","113.431365948365","115.51567218684","129.560989265981","119.806416159484","134.091538086586","140.106452956039","139.630124136531","152.437143534583","148.561510592947","146.807955148614","158.517385699951","168.081692419979","178.016134239718","173.814988953608","178.659476131337","","","","","","","","","",
"Angola","AGO","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","92.8042954367994","101.712560950604","115.519568827123","139.414612859078","143.067014840244","62.0524169063011","59.9904698510993","57.9405321606909","60.148789244377","62.2089946829751","59.9838280754426","61.7026644581683","64.6263457720883","53.2574178194016","61.7642487258567","59.5693060274472","57.821319358673","56.2548227462094","54.6333240854123","54.1872090662942","55.4745615867022","54.4925703364663","53.0126173927381","51.6235609932373","50.1467979992085","51.9371535038561","70.3254403542383","74.2774930620468","72.8271453131328","76.1969732512193","83.596023886489","86.9705781477391","96.8027128389042","88.2775622898469","110.102238014602","145.688701116782","134.080507307508","173.319421437527","190.097843060913","206.998764747106","207.033079707488","218.648522559563","278.60987050947","309.711407655652","","","","","","","","","",
"Albania","ALB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","532.02843152625","568.403201603477","593.446745665183","591.032643383924","739.345093272667","908.67454726938","1067.81415577833","1098.48316581368","1065.76739836628","1142.96535512577","1123.96810630449","1096.87322889453","1070.69016441863","1018.1002875264","796.353973775973","1420.61479470727","1161.95167669011","1005.93953033667","1021.39350044285","552.252184819181","418.45358899715","453.64407387777","536.363825095196","596.407959255952","663.783995402449","904.346640328557","694.664802792381","734.849913537668","1414.70378393053","1449.64741324695","1351.23079642883","1578.16591882688","1469.26453867857","1797.52548696885","1722.07284972507","1218.36014605619","1213.12436932179","1617.7441562046","1835.68407241763","1943.34335385842","2205.70392004668","2118.32777605579","2533.25282927106","2309.36650255581","","","","","","","","","",
"Andorra","AND","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","199.557374288469","214.341739387395","233.637716886245","258.035567152789","285.141903952494","327.586766408974","370.986287234582","427.811198817165","515.237108548658","576.260904175986","622.294420780727","711.580944410632","767.685333464292","853.459115802257","880.438490346064","957.606925015817","995.157742644612","1031.30604698253","1050.91030356138","1070.26745030883","1038.10899310414","1132.91941430166","1198.20807002452","1230.01963175213","1254.57521127054","1290.58601824917","1331.75283283482","1419.84256731573","1466.93211544925","1495.04011015289","1552.33840678768","1615.32655432311","1681.59607708023","1725.68674681157","1797.26821383464","1893.68703299949","1945.28566469399","2007.84044517817","2063.14437573873","2244.1780677501","2277.9685984088","2311.89825912167","2357.83869208785","2425.71374130055","","","","","","","","","",
"United Arab Emirates","ARE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","564.133636990451","1129.82904517758","1537.58372498562","1793.13700834412","2345.0049368525","2930.83235638921","3869.28354892715","4326.0996893512","5089.85647087203","5774.34281776115","6100.80419691687","7107.52162692799","7634.55179085327","7833.1020921963","8099.94259426044","8121.26077513505","8067.99962394648","8206.14726707528","7937.53223033649","8188.19736384613","7868.93023413431","8042.16141067654","8898.81746623566","9277.60129336634","9327.37275235741","9298.71217802526","9411.12582123298","10392.9686053346","11096.7238608344","11046.8502894599","10762.1945488091","10992.143703059","10948.7109826052","10985.8574245417","12078.3572250841","12372.8813559322","12559.926110761","12704.1517682047","12535.0041702338","13204.8237527581","12954.5369452595","12882.320216553","12822.3843112032","12677.0594482991","","","","","","","","","",
"Argentina","ARG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","874.544176724708","925.649098648582","962.668497431027","993.270152868165","1011.66776499765","1031.79773233551","1080.11424695821","1090.55092484719","1212.85238309334","1238.52278891927","1192.31481467494","1203.2459116848","1253.63491521922","1295.31123919415","1283.76957600267","1325.49092917755","1408.99703890117","1447.20673650145","1315.33167231406","1298.51412116553","1341.45668407267","1403.50400241566","1488.9005756116","1567.16350858687","1637.52401623951","1715.1082679341","1833.07508380696","1950.52025053845","2015.67172125581","2069.54460989718","2100.90013707705","1996.06361918002","2161.2375216276","2274.17021409465","2388.54333535568","2354.19033032437","2435.25444574315","2749.24780109157","2705.26146589616","2842.78790702365","2896.1439862202","2970.1112058495","2940.92954480901","3049.36276253356","","","","","","","","","",
