"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5932059495681","18.3046873736158","10.0669319753621","0.134479696268457","2.81343465185566","1.11185560632529","0.49219478038809","2.75152351032429","-0.292643137693034","-2.73386429761131","2.97839664366641","-0.487159557964318","-0.12596572599432","6.51922376579444","3.21240568796392","-1.62809915245946","-0.0338394415310148","5.02691151582482","-2.93082349408309","-0.673257700327071","2.32267757939195","1.06177235220186","-12.2749362798142","-2.95695264975568","2.61052505937265","-2.4846479774957","4.85527943148365","-2.62961535972701","-1.63575344980413","0.951537824831789","7.04065746506117","2.23442784284667","-2.49654879599454","-25.7932299902647","25.154963851554","8.91230807871956","4.2161321395799",
"Africa Eastern and Southern","AFE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","-2.13663049237276","5.00983479550719","2.79428947553146","1.83047504534674","2.24584147948559","1.91790440604962","2.41806205752493","1.18620983609597","2.09763637224758","-1.74762497701032","2.47713615428327","-0.110166454021069","1.59588675979873","2.38397601485967","-1.51514945087015","-0.561032858296215","-1.69904708890411","-1.48036871527995","-0.240457966249778","2.34686303586469","0.84449008477381","-2.85861124018633","-3.04537670994374","0.277329354177795","-3.09113863387988","-0.744192181253013","0.885398968958967","1.28789115886998","-0.166717016272088","-2.65565784620979","-2.8082646258453","-4.91056624764951","-3.31423332923359","-0.745922776680146","1.61080984304201","2.6991365871957","1.21400930868923","-0.85009547838952","-0.00747380592540026","0.570580616921703","0.860716614195184","1.16324172125668","0.294752434488259","2.80378678768022","3.37823479370627","3.77014072197663","3.81495776777412","1.56393519918072","-1.85264831182407","2.39303817150262","1.30835910381874","-0.957114331800994","1.51294362274396","1.21846700772616","0.264191198988286","-0.468619077213802","0.00707434349934033","-0.102513344436389","-0.549574950887049","-5.45140963984196","1.84208672684581","0.903488100881049","-0.226928404970664",
"Afghanistan","AFG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10.1194841059326","22.0201902696299","2.34567163632688","-2.14821228495553","7.38337728197978","1.13248505528998","11.6923032922081","1.6772791560615","17.0438963216074","11.0550305527288","-3.21329500579925","8.27936899310519","2.0520682606117","-0.939984755736006","-1.66505744749013","-0.300121027406746","-0.195569548342789","-1.71374269254262","0.856294729087764","-5.38251464221077","-22.5844818732987","-7.57666891152213","0.540655554216826",
"Africa Western and Central","AFW","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","-0.247795842991906","1.52550971188583","4.81266044695208","3.13573874660939","1.83862529024485","-3.70811848451523","-11.0802893025164","-0.743986022933697","12.5534631288783","14.7335740934848","7.90117756124668","0.664988120333859","1.42487909669926","7.19720894496318","-4.72220584521227","5.55578887648829","1.76162752813254","-4.63285029628368","2.16148289288411","-0.914081634468218","-9.36499889615895","-6.02277503788248","-8.86346420279895","-2.08416317576837","2.49117931195173","-1.38004224766873","-1.30203219144717","1.81778719169954","-1.0698217016744","2.98353009422156","-1.61863118388506","-0.410926943931571","-3.93639855892623","-2.94138640229663","-0.858862154636839","1.83051937945157","1.60861573793257","0.781257796510701","-1.20238837971485","1.04967610202327","2.26650925603261","6.92669983860294","2.61709858855757","4.97583858599195","2.86128070378547","2.43495348038219","2.59434287356544","3.31716255971406","3.34541901464056","4.02945523680948","1.9345586922873","2.28351691909037","3.29986208539945","3.06719487037495","-0.0153375789659691","-2.48096533025318","-0.36165242459046","0.27179178507248","0.744453271439795","-3.34115198448507","1.60719668963951","1.39703381374181","0.917670772142557",
"Angola","AGO","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-7.81953767077424","-3.61121699593035","0.398925562456398","2.14350685089642","-0.238221364131419","-0.756799921119068","0.529253267498703","2.57767901918209","-3.31670877387496","-6.67052697297514","-2.34465271095358","-8.87134519094992","-26.3741958805223","-1.89306801134029","11.2224490340233","9.76893815229339","3.69291015107152","1.2453317264635","-1.13079877894916","-0.302928309232016","0.769184668379879","9.85780236264033","-0.545677504743708","7.03277266902487","10.9112436267704","7.51431491457519","9.82194382769093","7.04803548922715","-2.90228933630272","0.45432400635525","-0.473683326061277","4.40758705942397","0.990675718833643","0.981943967654047","-2.63070183214901","-6.00264868319587","-3.62075768171319","-4.6659699174492","-4.01001733670611","-8.67207617426551","-1.96959068680444","-0.143628267802001","-2.06277329277863",
"Albania","ALB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","3.64864854723071","0.795840071093252","-1.01680217228552","-3.30749720231945","-0.290595348322142","3.61465554406624","-2.74949637948961","-3.26252233446822","6.9236172850875","-11.187905298961","-27.5668208369982","-6.62255121235502","10.2299493531342","8.96976165855091","14.0244959298688","9.78017987930293","-10.3611049709411","9.51648443822282","13.6080691237129","7.63002243937019","9.31439713939355","4.85047533419143","5.9242115424577","5.9565695961824","6.06788243935723","6.57292298236362","6.78722893588666","8.3281084229243","4.05313986380152","4.22308382721044","2.82164245514005","1.58487281451019","1.18723435286199","1.98538809180384","2.51682705417127","3.48029321671386","3.89811226746693","4.27631155105293","2.49828904058442","-2.75693978209092","9.9843075683015","6.10893999509641","5.13713201542561",
"Andorra","AND","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","-2.50058905847796","1.01262363185526","0.905266180764357","-0.876786144946138","-5.40568774889164","-2.53240665067025","-2.65439397848357","-3.61402424680732","-4.53971970772865","-2.00736097927725","-3.85913536256933","-2.91946873272366","-2.74825922222037","-2.32782592052799","-1.30213488514967","-1.05661369805985","1.29670922958218","1.34490703710843","2.33371642842843","-0.119515604880633","-4.81916904530696","-4.99409016591666","-5.83663168981438","0.259838841219207","3.8829592914651","4.53197827144704","7.86067895733267","2.11836793796665","3.57945484802578","3.56776571144128","7.84516813384302","3.51828473360374","4.03270748560267","1.09540001410325","1.18302768739022","1.95883002800001","-1.2896115123411","-7.38929878788132","-5.74648545856505","1.88988084312282","3.7495175357235","-3.80075429834201","-1.44394540350855","4.52989381717444","3.63079793724701","3.69962046811506","-1.80605703312767","-0.30211930399588","0.265352820614368","-12.2238384935431","6.92704485233561","7.72123800096536","1.1232590791063",
"Arab World","ARB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","3.78808232742355","7.66305684891475","4.39645220109031","19.2745188107495","4.42456413254155","10.7179920036473","9.98212060259398","7.25671168622495","-3.01924111252193","10.7264641473492","3.32986138815221","-0.376091636540792","6.83433883758235","2.68326434230639","-2.3406020126598","-8.78782594806057","-6.69854243649891","-1.8520385595654","-3.81278351250879","-3.78119673499124","-2.6768269192028","0.433985529436541","1.09536022234079","4.36074592275317","-3.00596331339132","3.87897200088412","0.44146364880315","0.573736714380217","0.251514679286274","2.29884935930649","2.9560989950873","2.26580651518972","0.360499397047633","3.81598510634124","-0.342582225564655","-1.16469957112902","1.86793009628963","6.56825161978378","3.09285722060918","3.75557944647065","2.01071200862106","2.91298198325963","-1.80854210576314","2.76554649473046","1.2069824826067","2.52934565995417","-0.0528410133553479","0.146044165400468","0.737164114418974","1.24053933491351","-0.479068928552167","0.821725050457701","-0.310229069844908","-6.69472012524891","2.46755370359072","3.32026215357104","-1.14272605265569",
"United Arab Emirates","ARE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","16.8394317490105","21.0226998042103","55.8235293190943","2.16348157119558","-4.29424918770387","2.71277066030737","5.30752850874802","-13.6362351739874","7.30178800472991","11.2287422135124","-3.34878165961435","-12.0388671719968","-10.061387988948","-1.61328212311689","-8.62600846774586","-20.143466914837","-3.63567371623506","-8.84606129859837","5.55544428199839","11.5726645148372","-4.58878497796957","-1.93799997086099","-3.63136091579916","2.02491526781952","2.02215215126265","-0.836570707044842","-0.251832471408321","-7.06429544482179","-4.20539217851935","3.63193280286309","-4.86457732769436","-3.6045063779694","2.68556331171166","3.7155106928226","-0.445687772577458","2.2874430309539","-8.10764986229206","-7.9093516619044","-10.9561860264528","-0.804617482938653","2.70724850034316","-2.12798722339622","0.937160697176424","-0.570027634516194","1.1896069228373","0.483038730344958","-2.41185607163841","-0.0245088230725941","0.0477460220081696","-4.50466762810275","2.45717457525512","2.17608343497355","-0.421510858601309",
"Argentina","ARG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","3.69719814247078","-2.48121195562244","-6.85164319621322","8.3710623352716","8.85345574605236","-2.16954271817043","1.62972299154983","3.23085080817873","8.00868538956887","1.45058523570245","4.00782333157468","0.0320089147512164","1.16290357603461","3.81225224716344","-1.62320618621685","-3.53995334802055","5.25406554729264","-6.0207877961285","8.47665216535873","-0.0856397028385061","-6.69655885721481","-2.31535975378387","2.69083801550656","-0.0338209216825902","-6.66838660626058","4.51505097092362","1.1301429501441","-2.61112478271322","-8.56786939027158","-3.91119229289714","7.57513507305919","6.45332357113911","6.75211494763417","4.42731162216963","-4.10993598659498","4.20805017284493","6.80582114293425","2.63654066984506","-4.49306655170841","-1.90684139222867","-5.45263903304014","-11.8423138177008","7.71839038006088","7.92951713016532","7.73898107569444","6.94185160089025","7.93261011269163","3.00856892610517","-6.9103121153056","8.96819672899282","4.88127252804149","-2.0383253093713","1.39351266056681","-3.51326421042003","1.66091253843923","-3.02450095578762","1.91639608148853","-3.41553683867816","-2.69506723533574","-10.3361096878518","10.1485599877349","5.04819532337936","-1.89294979737558",
