"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","6767.55922942669","8244.04566011433","10056.2613927414","11507.2171509849","12187.5363611898","13233.9905169683","13892.6051427736","14700.9598081521","16055.2877874337","16548.7173868987","16620.9545555513","17750.0095644198","18828.0870594071","19216.1972354472","20681.0230269625","20740.1325828172","21307.2482505267","21949.4859960868","23700.6319899197","24171.8371325422","24845.65848362","26736.3089444046","28171.9094008501","25134.7712303589","24093.1401510626","25712.3843015186","25119.6655449838","25813.5767274227","26129.8390617693","27458.2253310273","27441.5296617282","28440.051963759","30082.1276448186","31096.2050738676","22855.9323200761","27200.0610793969","30559.5335346581","33984.7906198041",
"Africa Eastern and Southern","AFE","GDP per capita (current US$)","NY.GDP.PCAP.CD","186.132431697941","186.947181979743","197.408105261528","225.447006574497","209.005785971309","226.883067008717","240.962193627841","243.824367287996","257.197511796759","281.637412919686","276.790055875207","294.874667940887","311.52801821302","389.80823299743","463.563181654116","479.176007252924","468.869875746881","518.465590667644","571.736784460845","634.580226493464","773.461798538592","777.855581451969","725.749081676939","732.609887581351","650.58231423353","554.455164105838","578.620672175346","665.138971731201","704.486573543585","728.570383482773","822.81763829676","862.848274320851","733.178346101692","709.663898415713","701.041569805609","766.820604144651","747.069736338611","767.68418779028","697.352692614161","670.697827770518","707.120376327506","626.169148423877","625.998814954319","809.968139434436","981.744630526502","1115.71395556649","1220.0024682059","1362.31065076801","1421.11861211069","1386.59020649073","1601.72774808025","1735.58514005394","1702.96925758003","1673.14047580686","1656.10764215035","1479.56412348117","1329.77782375583","1520.17129839287","1538.92418773564","1493.78044490037","1344.08096192004","1522.59008804972","1628.02452570959","1659.51529015376",
"Afghanistan","AFG","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174.930991430166","138.706821676113","178.954088379235","198.871115728727","221.763653873013","254.184249149336","274.218553561575","376.223152003876","381.73323802844","452.053705477043","560.621505463146","606.694676337726","651.417134470046","637.087099117099","625.054941813938","565.569730408751","522.082215583898","525.469770891619","491.337221382603","496.6025042585","510.787063366811","356.496214115892","357.261152798144","415.707417059086",
"Africa Western and Central","AFW","GDP per capita (current US$)","NY.GDP.PCAP.CD","121.938353137505","127.452629420688","133.825452442565","139.00671365539","148.54773589139","155.563836632849","162.109361981884","144.942611585759","146.188006265858","161.919987645529","218.674868115625","195.862429883454","230.071773429019","280.647467363285","368.299318249614","413.371325165801","480.453251929752","490.845698229478","523.787850556313","624.878499439191","757.076872476687","1324.54600249738","1162.13284617137","872.831672960917","737.675009574289","753.799755384647","581.390712761563","581.523802444086","560.380581616461","509.326733627227","590.32143846879","603.878907776782","563.310080449865","570.888640658992","577.548741302288","863.950571375448","1065.68349722024","1088.99680679674","1137.74449616425","521.364734349786","516.932316255791","530.653167271222","616.796033062474","694.500938597172","834.86129094692","989.699738831975","1222.55049775568","1393.74848679569","1652.18985007053","1439.04780321508","1647.14984698519","1824.72282666403","1920.11991168727","2113.31698591778","2204.99569969979","1845.76780421108","1616.84319800249","1560.16299864482","1703.89639222804","1783.65436491191","1664.24917643553","1747.84054911545","1777.23501216669","1568.72431045118",
"Angola","AGO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","729.111965489822","657.982648547398","634.221467312782","636.83281102292","650.491094413218","772.468832586265","697.526602399253","770.10114008645","807.43962838624","907.747893072936","965.866840464665","881.919488130062","668.706017459877","449.727894936295","334.973590276074","404.29481849612","531.11713680614","521.702725075533","429.188654099367","392.725539027496","563.733795571487","533.586202412447","882.147847234303","992.698979254665","1266.21086410236","1916.46842218625","2617.05196022633","3141.0459797605","4103.0669003635","3136.64546955947","3597.34293216332","4615.91059831778","5086.02740086376","5057.74787833163","5005.9997412707","3213.90261080059","1807.95294072643","2437.25971190821","2538.59139143371","2189.85571407618","1449.92286669308","1925.87466082167","2929.69445467272","2308.15976731274",
"Albania","ALB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","590.607738430529","663.2942082544","668.454504242454","661.546782448624","639.484730161417","639.865903755552","693.873474633887","674.793383069492","652.774321396566","697.995596576519","617.230435515505","336.586994504629","200.852219772323","367.279225077581","586.416135130865","750.604449178826","1009.97711053398","717.380047745673","813.789396580449","1033.24253162418","1126.68334010717","1281.6598256178","1425.12421860142","1846.12012081207","2373.58129170055","2673.78781583529","2972.74362094736","3595.03829536404","4370.53971639449","4114.13403283023","4094.34968570481","4437.14116097061","4247.63134315945","4413.06338346821","4578.63320812155","3952.80357364813","4124.05538986272","4531.03220675893","5365.48934672897","5460.42823730592","5370.77862312929","6413.28328605026","6846.42614266044","8575.17113446213",
"Andorra","AND","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","3935.41127779609","4169.69537103885","4940.29696239207","6151.02717030722","7139.5745119838","7925.41577090452","7721.28858646797","8167.92286159334","9409.50851272793","11996.4072860354","12474.9252919904","10465.2604643624","9697.52201994133","8082.09152017435","7808.13002713549","7911.98436223964","10539.1177869653","12828.1519430152","14599.0355178798","15714.9265516576","19563.6574722488","19533.2620668023","20099.5352208543","15916.8395162087","15748.5307503373","18443.2545197741","19130.1597151312","18247.9995651361","18536.5084282698","18875.2883698571","21810.2487431414","23511.2951475737","26528.130158144","34063.5784034776","39021.1278101878","40829.801876968","43467.2109930745","48336.2283329823","49132.515707808","43975.0183668093","42746.8309526019","46657.1561173756","41500.5435791686","42470.3161159692","44369.659691379","38654.9347203095","40129.8192007698","40672.9943348258","42819.7745797624","41257.8045846483","37361.0900666982","42425.6996756291","42414.0590092117","46812.4484486309",
"Arab World","ARB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","212.889661030777","210.805413565609","225.80062890304","243.89743062669","256.180140917429","263.950839306074","276.932974446022","307.53680094407","329.431422561081","357.694745003862","402.795034966669","470.195593028007","602.466748038646","1124.96681728193","1205.47381716898","1458.14400589238","1630.35982363709","1728.20571012122","2251.50602097583","2954.04919644694","2911.00787230798","2640.58578642121","2417.32459216364","2357.26890873161","2247.92745729704","2042.58558471516","2108.58585970919","2042.05761626286","2117.75262429459","2875.25714161315","2048.80975490464","1996.37756446941","1987.85773364854","2018.68579956117","2081.02071196868","2193.87330891974","2305.6160606318","2192.61188801001","2378.95049111508","2664.16579571489","2536.711964719","2483.10723424941","2696.67230474801","3133.73687664723","3750.50855449002","4355.08762186879","4940.7022651172","6091.93206445673","5134.45006055159","5928.30479005386","6883.37402358513","7336.19770815465","7311.29675508094","7259.93672933779","6203.70263640435","5957.05983659325","6005.39012863954","6576.51663083912","6525.21184312385","5648.34111789395","6445.80726093411","7658.40646973315","7292.21040780618",
"United Arab Emirates","ARE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","2394.06811471055","2805.42642722587","3675.41681419534","9695.81418807304","23822.9715560307","27117.1880729614","31196.9791785759","35020.3604355962","29379.1277424991","34238.2864453187","42925.2338784407","44854.4800315615","39972.4946674594","34650.0041245988","32012.3141540273","29467.5419758929","23132.0739675988","23112.623420646","21569.7068852997","23166.7305903787","26709.993440327","25690.9686321448","25648.2727760844","25032.7822702907","25472.6396578979","27003.2006807782","28323.1650870532","27982.7957040564","24889.4269192279","25855.8605046587","29865.502347066","27745.1708087672","27753.6089526346","29659.5428567811","33376.7152295209","38719.3138307623","44342.6048322482","45854.7325158162","50054.1700681803","37803.0663738777","43696.6712597922","50789.0505418347","52034.4762466073","52023.5170958751","51381.4069909213","43534.9972681733","41326.4018161834","42340.5917145576","45689.8570040215","44251.4541390148","37173.8754100281","43360.0211014806","49899.0652978649","49040.6947525825",
"Argentina","ARG","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","1160.30659798113","852.972425139433","1176.20086190313","1281.83337976859","1275.07843418966","1063.93283833587","1141.95211617341","1329.56181832409","1322.71454216808","1372.50746646061","1409.37097316211","2097.89945010806","2844.96990526761","2026.68435752865","1946.91990388248","2126.48546048047","3282.06304446289","2511.97332905958","2747.5022751674","2764.08641421079","2914.76708504176","3537.7473459832","3915.03492645691","2905.77565536137","3436.07819471053","3477.30131979313","3992.70330179156","2374.57321551641","4315.33329358672","5709.24784079504","6789.99611136495","6931.85596375876","7437.56242327594","7357.6162773788","7663.21271287469","8146.78710021431","8218.99212764682","7705.54288252851","7637.01489203628","7141.47507662826","2569.69963519124","3320.47775133903","4242.02099089422","5067.65342293276","5869.38028970204","7185.25155147027","8944.1102657357","8150.23527028221","10260.1313108254","12704.2831819684","12949.717486654","12963.675773326","12233.1444119186","13679.6264980954","12699.9623137756","14532.5009308511","11752.7998922979","9955.97478680428","8535.59938004389","10738.0179223384","13935.6811110049","14187.4827252965",
